estimated_x,estimated_y,estimated_z,GPIO_Pin_12,GPIO_Pin_13,GPIO_Pin_14,GPIO_Pin_15
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.508.911,132.428.894,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.636.536,131.639.191,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
144.132.080,131.649.765,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
144.132.172,131.649.780,158.264.343,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,157.271.515,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.009.521,132.412.094,157.019.028,OFF,OFF,OFF,ON
143.508.865,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.144.928,OFF,OFF,OFF,ON
143.572.464,131.544.739,158.018.082,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.508.881,132.428.864,158.017.776,OFF,OFF,OFF,ON
143.577.850,132.517.395,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.578.003,132.517.426,157.156.006,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
143.636.642,131.639.343,157.273.285,OFF,OFF,OFF,ON
144.136.642,131.639.343,157.387.756,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,157.387.909,OFF,OFF,OFF,ON
144.193.954,131.752.991,158.374.512,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
144.687.927,131.760.300,158.375.854,OFF,OFF,OFF,ON
145.132.172,132.649.796,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
145.132.172,132.649.780,159.264.343,OFF,OFF,OFF,ON
