estimated_x,estimated_y,estimated_z,GPIO_Pin_12,GPIO_Pin_13,GPIO_Pin_14,GPIO_Pin_15
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.064.407,230.657.990,246.128.815,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.533.096,230.687.805,247.066.193,OFF,ON,ON,ON
197.539.001,231.681.717,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,248.089.539,OFF,ON,ON,ON
197.544.769,231.675.674,245.267.990,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.133.926,231.585.724,245.267.853,OFF,ON,ON,ON
196.099.731,230.624.084,245.209.854,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
195.604.889,230.616.287,245.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,246.209.778,OFF,ON,ON,ON
196.604.889,231.616.287,247.150.284,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
197.569.855,231.652.069,247.139.725,OFF,ON,ON,ON
198.039.001,231.681.686,248.066.071,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
198.533.096,231.687.805,248.066.193,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.002.045,OFF,ON,ON,ON
199.001.022,231.717.041,249.936.172,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.426.880,230.780.640,249.853.745,OFF,ON,ON,ON
199.934.464,231.771.301,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
199.934.479,231.773.865,250.868.958,OFF,ON,ON,ON
198.968.155,231.745.728,249.950.073,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
198.975.037,231.739.227,249.950.089,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.399.948,230.801.468,250.799.896,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
199.891.785,230.808.411,250.783.569,OFF,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.693.634,ON,ON,ON,ON
200.846.817,230.842.896,251.598.801,ON,ON,ON,ON
200.799.377,229.877.289,251.598.770,ON,ON,ON,ON
